序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
85,review_27525,Danielle Alvarez,1,I wish I could give a negative score. This hospital is absolutely disgusting from the nurses to the doctors. You should all be ashamed of the care you provide your patients. Unethical to say the least.,7 months ago,2025-03-13,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-03-13,201,-0.5333333333333333,0.6,Negative,-0.8357,0.278,0.604,0.119,Negative,Negative (1-2★),True,True
87,review_26213,Ella Rivers,5,"My grandma is currently at this hospital for numerous reasons, she got discharged from a different hospital prior to coming here with everything still wrong. She keeps raving about how great this hospital is, she has seen about 10 doctors now each for different reasons. She has gotten significantly better in just two days after being diagnosed with bad heart failure. This hospital is amazing and I will forever recommend it and I can’t thank the staff enough.",7 months ago,2025-03-13,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-03-13,462,0.03194444444444446,0.5513888888888889,Neutral,0.8779,0.1,0.698,0.202,Positive,Positive (4-5★),False,True
88,review_83778,Barry Robbins,1,My father had a procedure done by John’s Hopkins and now he has a severe infection that has gone to his bloodstream he has been in our local ER for 5 days and they will not get him back in there they got their big money for the surgery now it feels like they are ok with just letting him die. After calling patient services and getting no help I ask for someone else that might be able to help me I was hung up on so looks like no one cares at John Hopkins about their patients on the dollars.After clearly stating I did not get anywhere calling patient services means you will only get a canned statement so I guess I will go the attorney route I hate doing this it’s why our health insurance cost so much but they are leaving me no choice.,Edited 7 months ago,2025-03-13,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-03-13,741,0.05555555555555555,0.41203703703703703,Neutral,-0.6769,0.092,0.852,0.056,Negative,Negative (1-2★),False,True
89,review_58116,Abigail Folowoshele,1,My daughter has been in the ER since 9am sitting with heart palpitations and light headedness. The time now is 11.40pm. You sucks. No one ask nor give her any medication 💊  with pain scale of 10 nor talk about food. You need your ass sued.,7 months ago,2025-03-13,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-03-13,239,0.05000000000000002,0.5,Neutral,-0.743,0.203,0.723,0.074,Negative,Negative (1-2★),False,True
91,review_61478,Nancy Wallace,5,"Everyone is very helpful and pleasant from security personnel to doctors.   Rooms are clean, food is okay and nurses are very attentative.",8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,138,0.4,0.5533333333333333,Positive,0.9128,0.0,0.555,0.445,Positive,Positive (4-5★),True,True
92,review_53218,yuke huang,1,"Full of patients in ER waiting room without care, too long for waiting, we waiting for all night but nobody care about you",8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,122,0.15,0.47500000000000003,Positive,0.5402,0.067,0.775,0.159,Positive,Negative (1-2★),False,False
93,review_21006,Theo Adelberg,1,"My loved one is currently in the ER and has been there for over 28 hours without seeing a doctor orbeing admitted. I very much understand triaging and that long waits are typical, but 28 hours is excessive to the extreme.  She was intially seen and they ran tests over 18 hours ago, but she's been waiting for a doctor to see her/review the results and either admit or discharge her ever since. In the meantime of those 18hrs, she was sent back to a waiting area. Just a short bit ago a nurse came out and said they'd forgotten entirely about my loved one and other patients and that they'd been about to clear them off the board! The fact that she still hasn't been seen by a doctor or admitted 18hrs after tests were drawn, and the staff FORGOT SHE WAS THERE is indicative of horrendous patient management. It's one thing to be busy, but it's another entirely to forget your patients are there and completely neglect their care.

Update. It took over 30 hours for her to been seen by a doctor.",8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,995,0.07927083333333335,0.5105208333333333,Neutral,0.7028,0.07,0.827,0.103,Positive,Negative (1-2★),False,False
94,review_64122,A Hadi,5,These angels of mercy,8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,21,0.0,0.0,Neutral,0.3612,0.0,0.545,0.455,Positive,Positive (4-5★),False,True
95,review_99470,C. Renee,5,"From the ER to CCU
TOP NOTCH",8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,28,0.5,0.5,Positive,0.368,0.0,0.703,0.297,Positive,Positive (4-5★),True,True
98,review_17524,kiru Thang,1,Why would you charge an insurance company for three months for a treatment for a syndrome that your staff kept saying she was “faking” it. Do better.,8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,149,0.5,0.5,Positive,0.4404,0.0,0.9,0.1,Positive,Negative (1-2★),False,False
99,review_53211,Jack Coleman,1,Terrible ER staff while I was there. I came in for a head wound. Stayed for the Insulin treatment! All while my mother ended up dying thanks to the most cruel and soulless staff ever. Honestly I won’t shed a tear if these people end up going to prison. You lack any empathy and care. I couldn’t leave and check on my dying mother either. So for right now prepare for a massive lawsuit. For emotional distress you caused me.,8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,423,-0.051785714285714296,0.7232142857142858,Neutral,-0.8353,0.197,0.695,0.108,Negative,Negative (1-2★),False,True
100,review_56386,Amelia Watene,1,Worst hospital ever. The nurse starting tickling my feet so weird . Never coming to this foul place again.,8 months ago,2025-02-11,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-02-11,106,-0.5,0.7000000000000001,Negative,-0.7462,0.272,0.728,0.0,Negative,Negative (1-2★),True,True
102,review_71703,Hailey Macancela,1,"I went to this hospital January 2,2025 and I was there with my mother for 8 hours in those 8 hours there were no results the doctor didn’t do a scan that should have been done and because they didn’t do it my mother the next day went to a different hospital and she went into an emergency surgery because turn out her appendix was about to explode and could have exploded inside of her if you hadn't gone to another hospital so this hospital isn’t that trust worthy",9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,465,0.1111111111111111,0.5333333333333333,Positive,0.34,0.05,0.885,0.065,Positive,Negative (1-2★),False,False
103,review_8535,Alecia Jenkins,5,My grandson and I went and they kept him calm and they are very nice.,Edited 9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,69,0.54,0.875,Positive,0.659,0.0,0.707,0.293,Positive,Positive (4-5★),True,True
104,review_62178,steve rudis,1,Avoid at all costs. Used to be one of the best in the nation. It has gone way downhill.,9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,87,1.0,0.3,Positive,0.4588,0.094,0.726,0.179,Positive,Negative (1-2★),False,False
105,review_62369,Katherine Berrios,1,"this hospital is beyond disgusting and disappointing, the women doing triage and blood work were the only respectful and quick ones. on top of that the emergency waiting room smells like a mix of urine and cigarettes. the security are all extremely rude and disrespectful except maybe one or two. there was patients in the waiting room saying they’ve been waiting 10-15 hours which is BEYOND me. this hospital needs a lot of work and new staff that actually seem
to enjoy their jobs and not make people more miserable and sick than they already are. extremely disappointed.",9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,573,-0.14247062461348176,0.6544063079777365,Negative,-0.901,0.188,0.706,0.106,Negative,Negative (1-2★),True,True
108,review_10338,Riley Helliwell,1,"went in for heart attack symptoms. night shift nurse and doctor had to be called over during a cardiovascular episode where my hands and jaw both locked up completely and the doctor made eye contact with me and walked away, before sending me back out to the waiting room immediately after for 6 hours to wait for my results, instead of monitoring me. wasn't a particularly busy night in their own words, they just suck at their jobs.",9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,433,0.2,0.425,Positive,-0.2023,0.07,0.88,0.049,Negative,Negative (1-2★),False,True
109,review_52439,Carla joffe,1,"After four long and frustrating months of trying to secure an appointment for my son with Hopkins, I am compelled to express my extreme disappointment with the process and lack of communication.

Today, after speaking with a Concierge leader, I was informed that all the labs, patient charts, and medical records I submitted need to be translated into English. Why was this not communicated from the beginning? This critical information should have been made clear at the start of the process, not after months of back-and-forth.

To make matters worse, I was told that even if I provide the translated documents, it will take another 10 days to review them, followed by a six-month wait for an appointment. This is absolutely unacceptable, especially considering that my son is in pain and urgently needs medical attention.

What part of “my son is in pain” is not understood? At no point has there been any consideration for the patient’s suffering or urgency of care.

This experience has left me deeply disheartened and questioning the commitment of your institution to patient care. I urge you to reflect on this process and prioritize the needs of patients, especially those in pain, rather than subjecting families to unnecessary delays and poor communication.",9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,1267,-0.09305555555555554,0.549074074074074,Neutral,-0.9648,0.151,0.774,0.075,Negative,Negative (1-2★),False,True
113,review_83286,Mimi Allen,1,"Worst ever!! They need to clean house and bring new staff this includes the phone operators also, nurses and doctors who truly cares about there patients. How do you have people waiting in the ER for over 24 hours waiting on beds!!
What about Hippocratic Oath?!A solemn promise that doctors make to uphold the highest standards of care and integrity while serving their patients! I guess that went out the window. I'm only given a 1 star because it wouldn't allow me to post.",9 months ago,2025-01-12,1,en,Johns_Hopkins_MD,Johns_Hopkins_MD_20251009_2225.csv,2025-01-12,475,-0.09174952651515152,0.7886363636363637,Neutral,0.8957,0.071,0.75,0.179,Positive,Negative (1-2★),False,False
